fecha_hecho;cantidad;latitud;longitud;sexo;edad;estado_civil;medio_transporte;conducta;modalidad;conducta_especial;arma_medio;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;bien;categoria_bien;grupo_bien;color;fecha_ingestion
1/01/2017 1:00;10;629970294;-7558201578;Mujer;33;Unión marital de hecho;Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;Doce de Octubre No.2;#0603;6;Vía pública;Doce de Octubre;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 15:00;10;625091714;-7556615963;Mujer;26;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 14:00;10;627483624;-7555490943;Hombre;30;Soltero(a);Caminata;Hurto a persona;Descuido;De celular;No;Campo Valdés No.1;#0410;4;Vía pública;Aranjuez;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
1/01/2017 16:00;10;627623616;-7555353312;Hombre;37;Casado(a);Taxi;Hurto a persona;Atraco;De celular;Arma de fuego;Campo Valdés No.1;#0410;4;Vía pública;Aranjuez;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
1/01/2017 16:00;10;625033921;-7558691404;Hombre;87;Casado(a);Caminata;Hurto a persona;Engaño;Sin dato;No;Naranjal;#1103;11;Vía pública;Laureles;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 16:00;10;621907115;-7560299601;Mujer;29;Unión marital de hecho;Taxi;Hurto a persona;Descuido;No;No;La Loma de los Bernal;#1611;16;Vía pública;Belén;Elementos escolares;Elementos escolares;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 20:30;10;631770887;-756782588;Hombre;27;Soltero(a);Motocicleta;Hurto a persona;Atraco;Sin dato;Arma de fuego;Volcana Guayabal;#5005;50;Vía pública;Doce de Octubre;Cámara;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 16:00;10;626830676;-7555845689;Hombre;36;Soltero(a);Caminata;Hurto a persona;Descuido;Sin dato;No;Manrique Central No.1;#0409;4;Hospital o centro de salud;Aranjuez;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 0:30;10;624279675;-7555479672;Hombre;41;Casado(a);Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;Barrio Caycedo;#0906;9;Vía pública;Buenos Aires;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 8:00;10;624682256;-7556211378;Hombre;59;Soltero(a);Caminata;Hurto a persona;Descuido;No;No;Boston;#1016;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 10:00;10;624968051;-7556807902;Hombre;39;Unión marital de hecho;Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 0:30;10;624279675;-7555479672;Hombre;41;Casado(a);Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;Barrio Caycedo;#0906;9;Vía pública;Buenos Aires;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
1/01/2017 13:00;10;623605066;-7554735627;Hombre;38;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Los Cerros el Vergel;#0904;9;Vía pública;Buenos Aires;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
1/01/2017 10:00;10;624978353;-7556850721;Hombre;43;Unión marital de hecho;Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 8:00;10;624682256;-7556211378;Hombre;59;Soltero(a);Caminata;Hurto a persona;Descuido;No;No;Boston;#1016;10;Vía pública;Candelaria;Cigarrillo;Artículos de fumador;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 2:00;10;625073584;-7556404605;Mujer;22;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 7:15;10;627979636;-7556503739;Mujer;30;Unión marital de hecho;Caminata;Hurto a persona;Atraco;Sin dato;No;Bermejal-Los Alamos;#0404;4;Vía pública;Aranjuez;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 1:30;10;62849781;-7558721926;Hombre;20;Soltero(a);Motocicleta;Hurto a persona;Atraco;De celular;Arma cortopunzante;El Diamante;#0711;7;Vía pública;Castilla;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
1/01/2017 16:35;10;626677131;-7556506422;Mujer;27;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;No;Sevilla;#0407;4;Vía pública;Aranjuez;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
1/01/2017 16:00;10;621907115;-7560299601;Mujer;29;Unión marital de hecho;Taxi;Hurto a persona;Descuido;No;No;La Loma de los Bernal;#1611;16;Vía pública;Belén;Computador;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 10:00;10;624968051;-7556807902;Hombre;39;Unión marital de hecho;Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Cédula;Documentos;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 13:00;10;6273576;-7555377752;Hombre;64;Soltero(a);Caminata;Hurto a persona;Atraco;De celular;Objeto contundente;Campo Valdés No.2;#0303;3;Vía pública;Manrique;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 8:00;10;62640038;-7556177583;Hombre;35;Unión marital de hecho;Motocicleta;Hurto a persona;Atraco;De celular;Arma de fuego;San Pedro;#0408;4;Vía pública;Aranjuez;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
1/01/2017 14:50;10;625557319;-7561963477;Hombre;18;Soltero(a);Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;San Javier No.1;#1309;13;Vía pública;San Javier;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
1/01/2017 18:30;10;626042576;-7556208696;Hombre;28;Unión marital de hecho;Caminata;Hurto a persona;Descuido;No;No;Prado;#1001;10;Fábrica o empresa;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 17:00;10;619978188;-7557856109;Hombre;40;Unión marital de hecho;Caminata;Hurto a persona;Descuido;No;No;La Aguacatala;#1422;14;Institución de educación superior;Poblado;Cédula;Documentos;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 6:00;10;622037769;-7558258977;Hombre;32;Unión marital de hecho;Caminata;Hurto a persona;Rompimiento de ventana;No;No;Santa Fé;#1504;15;Vehículo particular;Belén;Sin dato electrodomésticos;Electrodomésticos;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 10:30;10;624817169;-7556945231;Mujer;30;Soltero(a);Caminata;Hurto a persona;Atraco;No;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 16:00;10;625251904;-7556680157;Hombre;45;Unión marital de hecho;Caminata;Hurto a persona;Atraco;No;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 17:00;10;619978188;-7557856109;Hombre;40;Unión marital de hecho;Caminata;Hurto a persona;Descuido;No;No;La Aguacatala;#1422;14;Institución de educación superior;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 21:00;10;618263587;-7556731191;Mujer;45;Soltero(a);Caminata;Hurto a persona;Descuido;Sin dato;No;San Lucas;#1412;14;Hotel, motel y hostal;Poblado;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 10:30;10;624817169;-7556945231;Mujer;30;Soltero(a);Caminata;Hurto a persona;Atraco;No;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Cédula;Documentos;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 10:30;10;624275379;-7554836478;Hombre;36;Casado(a);Taxi;Hurto a persona;Atraco;A taxista;Arma de fuego;El Pinal;#0810;8;Vía pública;Villa Hermosa;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 14:00;10;625587718;-7558307257;Hombre;39;Unión marital de hecho;Caminata;Hurto a persona;Descuido;De celular;No;Suramericana;#1102;11;Parqueadero;Laureles;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
2/01/2017 18:45;10;625373085;-7556447145;Hombre;43;Unión marital de hecho;Caminata;Hurto a persona;Atraco;No;Arma de fuego;Villa Nueva;#1018;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
2/01/2017 16:35;10;627920351;-7557112867;Hombre;28;Casado(a);Caminata;Hurto a persona;Descuido;De celular;No;Terminal de Transporte;#Inst_4;5;Terminal de transporte;Castilla;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
2/01/2017 11:50;10;625306162;-7557254758;Hombre;28;Soltero(a);Caminata;Hurto a persona;Sin dato;Sin dato;No;San Benito;#1006;10;Vía pública;Candelaria;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 21:00;10;618263587;-7556731191;Mujer;45;Soltero(a);Caminata;Hurto a persona;Descuido;Sin dato;No;San Lucas;#1412;14;Hotel, motel y hostal;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 10:30;10;624275379;-7554836478;Hombre;36;Casado(a);Taxi;Hurto a persona;Atraco;A taxista;Arma de fuego;El Pinal;#0810;8;Vía pública;Villa Hermosa;Celular;Tecnología;Mercancía;Blanco;6/03/2025 4:07
2/01/2017 0:00;10;623104859;-7559152689;Mujer;23;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Granada;#1604;16;Vía pública;Belén;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 10:00;10;622905415;-7560204651;Mujer;40;Unión marital de hecho;Caminata;Hurto a persona;Descuido;No;No;La Palma;#1614;16;Vehículo particular;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 21:15;10;627004003;-7556623902;Mujer;20;Soltero(a);Caminata;Hurto a persona;Atraco;De celular;Arma de fuego;Parque Norte;#Inst_9;4;Vía pública;Aranjuez;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 18:35;10;626737974;-7557011919;Hombre;17;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Universidad de Antioquia;#Inst_11;4;Vía pública;Aranjuez;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
2/01/2017 10:00;10;622905415;-7560204651;Mujer;40;Unión marital de hecho;Caminata;Hurto a persona;Descuido;No;No;La Palma;#1614;16;Vehículo particular;Belén;Cédula;Documentos;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 10:00;10;622905415;-7560204651;Mujer;40;Unión marital de hecho;Caminata;Hurto a persona;Descuido;No;No;La Palma;#1614;16;Vehículo particular;Belén;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 22:00;10;62696585;-7556612906;Mujer;26;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Parque Norte;#Inst_9;4;Vía pública;Aranjuez;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 8:30;10;622272947;-7558425274;Hombre;22;Casado(a);Taxi;Hurto a persona;Atraco;A taxista;Arma de fuego;Santa Fé;#1504;15;Vía pública;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 6:30;10;625106645;-7557143822;Mujer;35;Soltero(a);Caminata;Hurto a persona;Atraco;De celular;No;San Benito;#1006;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 20:00;10;62523604;-7556838747;Hombre;19;Soltero(a);Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 10:00;10;622905415;-7560204651;Mujer;40;Unión marital de hecho;Caminata;Hurto a persona;Descuido;No;No;La Palma;#1614;16;Vehículo particular;Belén;Licencia;Documentos;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 14:00;10;625587718;-7558307257;Hombre;39;Unión marital de hecho;Caminata;Hurto a persona;Descuido;De celular;No;Suramericana;#1102;11;Parqueadero;Laureles;Pasacintas;Tecnología;Mercancía;Negro;6/03/2025 4:07
2/01/2017 19:20;10;625256037;-7556806829;Mujer;39;Unión marital de hecho;Caminata;Hurto a persona;Raponazo;Sin dato;No;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 0:00;10;623104859;-7559152689;Mujer;23;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Granada;#1604;16;Vía pública;Belén;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Café;6/03/2025 4:07
2/01/2017 16:30;10;621479565;-7559762023;Mujer;19;Soltero(a);Caminata;Hurto a persona;Raponazo;De celular;No;La Mota;#1608;16;Vía pública;Belén;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 16:35;10;627920351;-7557112867;Hombre;28;Casado(a);Caminata;Hurto a persona;Descuido;De celular;No;Terminal de Transporte;#Inst_4;5;Terminal de transporte;Castilla;Computador;Tecnología;Mercancía;Negro;6/03/2025 4:07
2/01/2017 14:45;10;630059057;-7555673864;Hombre;31;Unión marital de hecho;Caminata;Hurto a persona;Cosquilleo;De celular;No;La Francia;#0205;2;Vía pública;Santa Cruz;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
2/01/2017 20:00;10;62523604;-7556838747;Hombre;19;Soltero(a);Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 16:00;10;626203615;-7556790736;Hombre;34;Unión marital de hecho;Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;Jesús Nazareno;#1003;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 16:00;10;627833707;-7559508886;Hombre;25;Unión marital de hecho;Motocicleta;Hurto a persona;Raponazo;De celular;No;Palenque;#0716;7;Vía pública;Castilla;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 19:40;10;623315435;-7554990153;Mujer;51;Casado(a);Caminata;Hurto a persona;Raponazo;No;No;Cataluña;#0909;9;Vía pública;Buenos Aires;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 9:30;10;621789792;-7558059957;Mujer;28;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma de fuego;Santa Fé;#1504;15;Vía pública;Belén;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 16:00;10;620627216;-7556030598;Mujer;39;Casado(a);Caminata;Hurto a persona;Descuido;De celular;No;La Florida;#1417;14;Restaurante;Poblado;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 20:00;10;627140511;-7556972589;Mujer;49;Unión marital de hecho;Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;Parque Norte;#Inst_9;4;Parque;Aranjuez;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 16:30;10;627799041;-7557091903;Mujer;21;Soltero(a);Caminata;Hurto a persona;Descuido;Sin dato;No;Terminal de Transporte;#Inst_4;5;Terminal de transporte;Castilla;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 20:15;10;624189524;-7555336442;Mujer;47;Casado(a);Caminata;Hurto a persona;Raponazo;No;No;Barrio Caycedo;#0906;9;Vía pública;Buenos Aires;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 15:00;10;622944408;-7555935651;Mujer;56;Casado(a);Caminata;Hurto a persona;Engaño;No;No;Loreto;#0913;9;Vía pública;Buenos Aires;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 17:40;10;624951016;-75567961;Mujer;55;Unión marital de hecho;Caminata;Hurto a persona;Descuido;No;No;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 12:30;10;624343022;-7556654587;Hombre;46;Casado(a);Caminata;Hurto a persona;Descuido;Sin dato;No;Barrio Colón;#1013;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
2/01/2017 0:00;10;618306253;-7556797709;Mujer;48;Soltero(a);Caminata;Hurto a persona;Engaño;Sin dato;No;San Lucas;#1412;14;Vía pública;Poblado;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Café;6/03/2025 4:07
2/01/2017 16:00;10;629182748;-7557254758;Mujer;48;Unión marital de hecho;Caminata;Hurto a persona;Atraco;De celular;Arma de fuego;Castilla;#0511;5;Vía pública;Castilla;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 10:00;10;624749446;-7556459751;Hombre;38;Unión marital de hecho;Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 21:15;10;627043296;-7557394931;Hombre;43;Unión marital de hecho;Automóvil;Hurto a persona;Atraco;De celular;Arma de fuego;Caribe;#0517;5;Vía pública;Castilla;Celular;Tecnología;Mercancía;Blanco;6/03/2025 4:07
3/01/2017 12:30;10;630149923;-7556056347;Hombre;30;Unión marital de hecho;Automóvil;Hurto a persona;Atraco;De celular;Arma de fuego;Plaza de Ferias;#Inst_1;5;Vía pública;Castilla;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Oro;6/03/2025 4:07
3/01/2017 16:35;10;625297119;-7556948276;Mujer;32;Soltero(a);Caminata;Hurto a persona;Raponazo;De celular;No;San Benito;#1006;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Blanco;6/03/2025 4:07
3/01/2017 18:38;10;626910287;-7556549302;Hombre;66;Casado(a);Caminata;Hurto a persona;Cosquilleo;No;No;Sevilla;#0407;4;Vía pública;Aranjuez;Billetera;Prendas de vestir y accesorios;Mercancía;Negro;6/03/2025 4:07
3/01/2017 20:00;10;630268353;-7557190653;Hombre;52;Unión marital de hecho;Caminata;Hurto a persona;Atraco;No;Objeto contundente;Pedregal;#0604;6;Vía pública;Doce de Octubre;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 20:25;10;625242725;-7556714032;Hombre;18;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;La Candelaria;#1019;10;Vía pública;Candelaria;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 7:00;10;629045179;-7556460824;Hombre;35;Unión marital de hecho;Metro;Hurto a persona;Cosquilleo;Sin dato;No;Tricentenario;#0510;5;Estación del Metro;Castilla;Billetera;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 18:38;10;626910287;-7556549302;Hombre;66;Casado(a);Caminata;Hurto a persona;Cosquilleo;No;No;Sevilla;#0407;4;Vía pública;Aranjuez;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 15:00;10;622427095;-7559958425;Mujer;36;Soltero(a);Caminata;Hurto a persona;Descuido;Sin dato;No;La Gloria;#1612;16;Vía pública;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 7:00;10;629045179;-7556460824;Hombre;35;Unión marital de hecho;Metro;Hurto a persona;Cosquilleo;Sin dato;No;Tricentenario;#0510;5;Estación del Metro;Castilla;Cédula;Documentos;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 0:00;10;62465026;-7554621365;Hombre;56;Soltero(a);Caminata;Hurto a persona;Descuido;Sin dato;No;El Pinal;#0810;8;Vía pública;Villa Hermosa;Cámara;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 19:10;10;61988166;-7557442512;Hombre;23;Soltero(a);Caminata;Hurto a persona;Engaño;Sin dato;No;La Aguacatala;#1422;14;Centro comercial;Poblado;Celular;Tecnología;Mercancía;Blanco;6/03/2025 4:07
3/01/2017 19:10;10;61988166;-7557442512;Hombre;23;Soltero(a);Caminata;Hurto a persona;Engaño;Sin dato;No;La Aguacatala;#1422;14;Centro comercial;Poblado;Euro;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 11:50;10;624769428;-7556443658;Mujer;25;Soltero(a);Caminata;Hurto a persona;Cosquilleo;De celular;Objeto contundente;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
3/01/2017 19:10;10;61988166;-7557442512;Hombre;23;Soltero(a);Caminata;Hurto a persona;Engaño;Sin dato;No;La Aguacatala;#1422;14;Centro comercial;Poblado;Computador;Tecnología;Mercancía;Negro;6/03/2025 4:07
3/01/2017 18:00;10;623425481;-7555546302;Mujer;64;Casado(a);Caminata;Hurto a persona;Atraco;De celular;Arma de fuego;La Milagrosa;#0910;9;Vía pública;Buenos Aires;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
3/01/2017 12:30;10;630149923;-7556056347;Hombre;30;Unión marital de hecho;Automóvil;Hurto a persona;Atraco;De celular;Arma de fuego;Plaza de Ferias;#Inst_1;5;Vía pública;Castilla;Celular;Tecnología;Mercancía;Plata;6/03/2025 4:07
3/01/2017 20:05;10;626632872;-7557528343;Hombre;27;Soltero(a);Caminata;Hurto a persona;Descuido;Sin dato;No;Caribe;#0517;5;Vía pública;Castilla;Ropa exterior;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 21:15;10;627043296;-7557394931;Hombre;43;Unión marital de hecho;Automóvil;Hurto a persona;Atraco;De celular;Arma de fuego;Caribe;#0517;5;Vía pública;Castilla;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Negro;6/03/2025 4:07
3/01/2017 16:30;10;620764234;-7558670271;Hombre;22;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma de fuego;Cristo Rey;#1509;15;Vía pública;Belén;Computador;Tecnología;Mercancía;Negro;6/03/2025 4:07
3/01/2017 21:40;10;630157447;-7556393769;Mujer;34;Unión marital de hecho;Motocicleta;Hurto a persona;Atraco;De celular;No;Boyacá;#0505;5;Vía pública;Castilla;Celular;Tecnología;Mercancía;Blanco;6/03/2025 4:07
3/01/2017 20:15;10;625420278;-7558885004;Hombre;23;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;U.D. Atanasio Girardot;#Inst_14;11;Vía pública;Laureles;Celular;Tecnología;Mercancía;Blanco;6/03/2025 4:07
3/01/2017 10:00;10;625216546;-7556339588;Mujer;22;Soltero(a);Caminata;Hurto a persona;Engaño;De celular;No;Villa Nueva;#1018;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
3/01/2017 20:30;10;626575816;-7557514396;Hombre;27;Soltero(a);Caminata;Hurto a persona;Descuido;No;No;Caribe;#0517;5;Vía pública;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 17:30;10;621975909;-7557323422;Mujer;39;Soltero(a);Caminata;Hurto a persona;Cosquilleo;Sin dato;No;Villa Carlota;#1403;14;Oficina;Poblado;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 21:40;10;630157447;-7556393769;Mujer;34;Unión marital de hecho;Motocicleta;Hurto a persona;Atraco;De celular;No;Boyacá;#0505;5;Vía pública;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 10:05;10;624993143;-7556865301;Hombre;59;Unión marital de hecho;Caminata;Hurto a persona;Descuido;De celular;No;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
3/01/2017 16:30;10;620764234;-7558670271;Hombre;22;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma de fuego;Cristo Rey;#1509;15;Vía pública;Belén;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
3/01/2017 15:50;10;624837433;-7556712415;Hombre;16;Soltero(a);Caminata;Hurto a persona;Atraco;No;No;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 9:30;10;62472065;-7556975808;Mujer;30;Casado(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Guayaquil;#1007;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
3/01/2017 18:00;10;623852087;-7555800881;Mujer;54;Divorciado(a);Caminata;Hurto a persona;Atraco;De celular;Arma cortopunzante;Gerona;#0911;9;Residencia;Buenos Aires;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
4/01/2017 11:00;10;627368966;-7555905712;Hombre;36;Soltero(a);Caminata;Hurto a persona;Atraco;Sin dato;Arma de fuego;Brasilia;#0414;4;Vía pública;Aranjuez;Celular;Tecnología;Mercancía;Oro;6/03/2025 4:07
4/01/2017 15:00;10;627210659;-7556045631;Hombre;26;Soltero(a);Taxi;Hurto a persona;Atraco;Sin dato;Arma de fuego;Brasilia;#0414;4;Vía pública;Aranjuez;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
4/01/2017 17:00;10;620326723;-755593313;Hombre;52;Casado(a);Taxi;Hurto a persona;Atraco;No;Arma de fuego;El Tesoro;#1409;14;Vía pública;Poblado;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Verde;6/03/2025 4:07
4/01/2017 17:00;10;620326723;-755593313;Hombre;52;Casado(a);Taxi;Hurto a persona;Atraco;No;Arma de fuego;El Tesoro;#1409;14;Vía pública;Poblado;Celular;Tecnología;Mercancía;Plata;6/03/2025 4:07
4/01/2017 15:00;10;627210659;-7556045631;Hombre;26;Soltero(a);Taxi;Hurto a persona;Atraco;Sin dato;Arma de fuego;Brasilia;#0414;4;Vía pública;Aranjuez;Radio;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
