fecha_hecho;cantidad;latitud;longitud;sexo;edad;estado_civil;medio_transporte;conducta;modalidad;conducta_especial;arma_medio;nombre_barrio;codigo_barrio;codigo_comuna;lugar;sede_receptora;bien;categoria_bien;grupo_bien;color;fecha_ingestion
6/05/2003 20:45;10;6236293;-75598926;Mujer;39;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;El Nogal-Los Almendros;#1620;16;Residencia;Belén;Beeper;Tecnología;Mercancía;Negro;6/03/2025 4:07
6/05/2003 23:00;10;6211597;-75584493;Hombre;27;Divorciado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Campo Amor;#1507;15;Vehículo particular;Belén;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
6/05/2003 12:05;10;;;Mujer;26;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Belén;#1603;16;Vía pública;Sin dato;Sin dato médico;Artículos médicos;Mercancía;Sin dato;6/03/2025 4:07
6/05/2003 23:00;10;6211597;-75584493;Hombre;27;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Campo Amor;#1507;15;Vehículo particular;Sin dato;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
6/05/2003 23:00;10;6211597;-75584493;Hombre;27;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Campo Amor;#1507;15;Vehículo particular;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
6/05/2003 17:30;10;6272204;-75564883;Mujer;32;Sin dato;Sin dato;Hurto a persona;Sin dato;Fleteo;Arma de fuego;Jardín Botánico;#Inst_10;4;Bus de servicio público;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
6/05/2003 20:45;10;6236293;-75598926;Mujer;39;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;El Nogal-Los Almendros;#1620;16;Residencia;Sin dato;Beeper;Tecnología;Mercancía;Negro;6/03/2025 4:07
6/05/2003 20:45;10;6236293;-75598926;Mujer;39;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;El Nogal-Los Almendros;#1620;16;Residencia;Sin dato;Celular;Tecnología;Mercancía;Gris;6/03/2025 4:07
6/05/2003 20:45;10;6236293;-75598926;Mujer;39;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;El Nogal-Los Almendros;#1620;16;Residencia;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
6/05/2003 20:30;10;623217;-7555837;Hombre;25;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Loreto;#0913;9;Vehículo particular;Sin dato;Pistola;Arma de fuego;Bélico;Negro;6/03/2025 4:07
7/05/2003 11:45;10;;;Mujer;33;Soltero(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Suramericana;#1102;11;Vía pública;Laureles;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 21:30;10;;;Mujer;30;Soltero(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Las Lomas No.1;#1406;14;Vehículo particular;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 10:00;10;6256201;-75574513;Hombre;27;Soltero(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;San Benito;#1006;10;Vía pública;Candelaria;Bicicleta;Vehículos de 2 o 4 ruedas;Vehículo;Sin dato;6/03/2025 4:07
7/05/2003 13:00;10;6258951;-75571632;Hombre;26;Soltero(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;El Chagualo;#1004;10;Vía pública;Candelaria;Carreta;Vehículos de 2 o 4 ruedas;Vehículo;Sin dato;6/03/2025 4:07
7/05/2003 14:15;10;6202687;-75587663;Mujer;24;Soltero(a);Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Guayabal;#1510;15;Vehículo particular;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 14:45;10;6248163;-75569204;Mujer;20;Soltero(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Candelaria;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 21:30;10;6243817;-75568352;Hombre;51;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Barrio Colón;#1013;10;Vehículo particular;Candelaria;Celular;Tecnología;Mercancía;Gris;6/03/2025 4:07
7/05/2003 21:30;10;6243817;-75568352;Hombre;51;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Barrio Colón;#1013;10;Vehículo particular;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 21:30;10;6243817;-75568352;Hombre;51;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Barrio Colón;#1013;10;Vehículo particular;Candelaria;Sin dato mercancías;Sin dato mercancías;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 20:00;10;6246621;-75599703;Hombre;48;Casado(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Lorena;#1111;11;Vía pública;Laureles;Bicicleta;Vehículos de 2 o 4 ruedas;Vehículo;Sin dato;6/03/2025 4:07
7/05/2003 21:30;10;6243817;-75568352;Hombre;51;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Barrio Colón;#1013;10;Vehículo particular;Candelaria;Automóvil;Automóvil;Vehículo;Verde;6/03/2025 4:07
7/05/2003 11:45;10;;;Mujer;33;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Suramericana;#1102;11;Vía pública;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 21:30;10;;;Mujer;30;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Las Lomas No.1;#1406;14;Vehículo particular;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 21:30;10;6243817;-75568352;Hombre;51;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Barrio Colón;#1013;10;Vehículo particular;Sin dato;Automóvil;Automóvil;Vehículo;Verde;6/03/2025 4:07
7/05/2003 21:30;10;6243817;-75568352;Hombre;51;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Barrio Colón;#1013;10;Vehículo particular;Sin dato;Celular;Tecnología;Mercancía;Gris;6/03/2025 4:07
7/05/2003 21:30;10;6243817;-75568352;Hombre;51;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Barrio Colón;#1013;10;Vehículo particular;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 21:30;10;6243817;-75568352;Hombre;51;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Barrio Colón;#1013;10;Vehículo particular;Sin dato;Sin dato mercancías;Sin dato mercancías;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 10:00;10;6256201;-75574513;Hombre;27;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;San Benito;#1006;10;Vía pública;Sin dato;Bicicleta;Vehículos de 2 o 4 ruedas;Vehículo;Sin dato;6/03/2025 4:07
7/05/2003 13:00;10;6258951;-75571632;Hombre;26;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;El Chagualo;#1004;10;Vía pública;Sin dato;Carreta;Vehículos de 2 o 4 ruedas;Vehículo;Sin dato;6/03/2025 4:07
7/05/2003 20:00;10;6246621;-75599703;Hombre;48;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Lorena;#1111;11;Vía pública;Sin dato;Bicicleta;Vehículos de 2 o 4 ruedas;Vehículo;Sin dato;6/03/2025 4:07
7/05/2003 14:45;10;6248163;-75569204;Mujer;20;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Sin dato;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
7/05/2003 14:15;10;6202687;-75587663;Mujer;24;Sin dato;Sin dato;Hurto a persona;Sin dato;Fleteo;Arma de fuego;Guayabal;#1510;15;Vehículo particular;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 10:45;10;;;Hombre;23;Soltero(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Caribe;#0517;5;Vía pública;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 10:45;10;;;Hombre;23;Soltero(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Caribe;#0517;5;Vía pública;Castilla;Maletín;Otros elementos;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 8:45;10;6192804;-75579873;Hombre;22;Soltero(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Santa María de los Ángeles;#1423;14;Vía pública;Poblado;Radio;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 0:30;10;6292446;-75574553;Hombre;36;Casado(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Castilla;#0511;5;Vía pública;Castilla;Grabadora;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 8:00;10;6249775;-75568542;Mujer;35;Soltero(a);Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 8:45;10;6192804;-75579873;Hombre;22;Soltero(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Santa María de los Ángeles;#1423;14;Vía pública;Poblado;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 13:45;10;6247487;-75565728;Mujer;20;Casado(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Candelaria;Sin dato joyas;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 19:00;10;6237408;-75547622;Hombre;24;Casado(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Los Cerros el Vergel;#0904;9;Vía pública;Villa Hermosa;Bicicleta;Vehículos de 2 o 4 ruedas;Vehículo;Sin dato;6/03/2025 4:07
8/05/2003 21:00;10;6242577;-75597689;Hombre;34;Soltero(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Laureles;#1108;11;Residencia;Laureles;Computador;Tecnología;Mercancía;Negro;6/03/2025 4:07
8/05/2003 10:45;10;;;Hombre;23;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Caribe;#0517;5;Vía pública;Sin dato;Maletín;Otros elementos;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 10:45;10;;;Hombre;23;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Caribe;#0517;5;Vía pública;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 19:00;10;6237408;-75547622;Hombre;24;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Los Cerros el Vergel;#0904;9;Vía pública;Sin dato;Bicicleta;Vehículos de 2 o 4 ruedas;Vehículo;Sin dato;6/03/2025 4:07
8/05/2003 0:30;10;6292446;-75574553;Hombre;36;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Castilla;#0511;5;Vía pública;Sin dato;Grabadora;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 13:45;10;6247487;-75565728;Mujer;20;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Sin dato;Sin dato joyas;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 21:00;10;6242577;-75597689;Hombre;34;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Laureles;#1108;11;Residencia;Sin dato;Computador;Tecnología;Mercancía;Negro;6/03/2025 4:07
8/05/2003 8:00;10;6249775;-75568542;Mujer;35;Sin dato;Sin dato;Hurto a persona;Sin dato;Fleteo;Arma de fuego;La Candelaria;#1019;10;Vía pública;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 8:45;10;6192804;-75579873;Hombre;22;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Santa María de los Ángeles;#1423;14;Vía pública;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
8/05/2003 8:45;10;6192804;-75579873;Hombre;22;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Santa María de los Ángeles;#1423;14;Vía pública;Sin dato;Radio;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 16:30;10;;;Mujer;26;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;San Benito;#1006;10;Vehículo particular;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 10:00;10;6260796;-75563788;Hombre;40;Unión marital de hecho;Sin dato;Hurto a persona;Violencia intrafamiliar;Sin dato;Arma cortopunzante;Prado;#1001;10;Hotel, motel y hostal;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 10:00;10;6260796;-75563788;Hombre;40;Unión marital de hecho;Sin dato;Hurto a persona;Violencia intrafamiliar;Sin dato;Arma cortopunzante;Prado;#1001;10;Hotel, motel y hostal;Candelaria;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 11:20;10;6236486;-75573801;Mujer;46;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Perpetuo Socorro;#1012;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 15:30;10;6255438;-75577701;Mujer;48;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma cortopunzante;Carlos E. Restrepo;#1101;11;Vía pública;Laureles;Sin dato joyas;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 21:15;10;6229439;-75601201;Hombre;37;Casado(a);Sin dato;Hurto a persona;Llave maestra;Sin dato;Sin dato;La Palma;#1614;16;Vía pública;Belén;Sin dato maquinaria y equipo;Maquinaria y equipo;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 16:30;10;;;Mujer;26;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;San Benito;#1006;10;Vehículo particular;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 15:30;10;6255438;-75577701;Mujer;48;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma cortopunzante;Carlos E. Restrepo;#1101;11;Vía pública;Sin dato;Sin dato joyas;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 21:15;10;6229439;-75601201;Hombre;37;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;La Palma;#1614;16;Vía pública;Sin dato;Sin dato maquinaria y equipo;Maquinaria y equipo;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 11:20;10;6236486;-75573801;Mujer;46;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Perpetuo Socorro;#1012;10;Vía pública;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 10:00;10;6260796;-75563788;Hombre;40;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma cortopunzante;Prado;#1001;10;Hotel, motel y hostal;Sin dato;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
9/05/2003 10:00;10;6260796;-75563788;Hombre;40;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma cortopunzante;Prado;#1001;10;Hotel, motel y hostal;Sin dato;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
10/05/2003 6:00;10;6293545;-75583866;Hombre;29;Soltero(a);Sin dato;Hurto a persona;Rompimiento de ventana;Sin dato;Objeto contundente;Picacho;#0608;6;Vía pública;Doce de Octubre;Sin dato mercancías;Sin dato mercancías;Mercancía;Sin dato;6/03/2025 4:07
10/05/2003 6:00;10;6293545;-75583866;Hombre;29;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Objeto contundente;Picacho;#0608;6;Vía pública;Sin dato;Sin dato mercancías;Sin dato mercancías;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 14:00;10;;;Hombre;37;Soltero(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Arma cortopunzante;Rosales;#1602;16;Vía pública;Belén;Bicicleta;Vehículos de 2 o 4 ruedas;Vehículo;Sin dato;6/03/2025 4:07
11/05/2003 2:30;10;6269558;-75566189;Hombre;46;Casado(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Arma cortopunzante;Parque Norte;#Inst_9;4;Vía pública;Aranjuez;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 4:30;10;6246175;-75565282;Hombre;49;Soltero(a);Sin dato;Hurto a persona;Raponazo;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Candelaria;Artículos de aseo personal;Accesorios del hogar;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 4:30;10;6246175;-75565282;Hombre;49;Soltero(a);Sin dato;Hurto a persona;Raponazo;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 13:30;10;6214985;-75575978;Mujer;32;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Villa Carlota;#1403;14;Centro comercial;Poblado;Celular;Tecnología;Mercancía;Gris;6/03/2025 4:07
11/05/2003 13:30;10;6214985;-75575978;Mujer;32;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Villa Carlota;#1403;14;Centro comercial;Poblado;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 23:00;10;6249644;-75592164;Mujer;21;Soltero(a);Sin dato;Hurto a persona;Raponazo;Sin dato;Sin dato;Florida Nueva;#1117;11;Vía pública;Laureles;Maletín;Otros elementos;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 23:00;10;6249644;-75592164;Mujer;21;Soltero(a);Sin dato;Hurto a persona;Raponazo;Sin dato;Sin dato;Florida Nueva;#1117;11;Vía pública;Laureles;Sin dato documentos;Documentos;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 23:00;10;6249644;-75592164;Mujer;21;Soltero(a);Sin dato;Hurto a persona;Raponazo;Sin dato;Sin dato;Florida Nueva;#1117;11;Vía pública;Laureles;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 2:30;10;6269558;-75566189;Hombre;46;Casado(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Arma cortopunzante;Parque Norte;#Inst_9;4;Vía pública;Aranjuez;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 4:30;10;6246175;-75565282;Hombre;49;Soltero(a);Sin dato;Hurto a persona;Raponazo;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Plata;6/03/2025 4:07
11/05/2003 5:30;10;6256529;-75555261;Hombre;30;Soltero(a);Sin dato;Hurto a persona;Llave maestra;Sin dato;Sin dato;San Miguel;#0803;8;Vía pública;Villa Hermosa;Sin dato mercancías;Sin dato mercancías;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 10:30;10;6276168;-75572809;Hombre;21;Soltero(a);Sin dato;Hurto a persona;Atraco;Fleteo;Arma de fuego;Terminal de Transporte;#Inst_4;5;Bus de servicio público;Castilla;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 13:30;10;6214985;-75575978;Mujer;32;Casado(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Villa Carlota;#1403;14;Centro comercial;Poblado;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 23:00;10;6249644;-75592164;Mujer;21;Soltero(a);Sin dato;Hurto a persona;Raponazo;Sin dato;Sin dato;Florida Nueva;#1117;11;Vía pública;Laureles;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 14:00;10;;;Hombre;37;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma cortopunzante;Rosales;#1602;16;Vía pública;Sin dato;Bicicleta;Vehículos de 2 o 4 ruedas;Vehículo;Sin dato;6/03/2025 4:07
11/05/2003 2:30;10;6269558;-75566189;Hombre;46;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma cortopunzante;Parque Norte;#Inst_9;4;Vía pública;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 2:30;10;6269558;-75566189;Hombre;46;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma cortopunzante;Parque Norte;#Inst_9;4;Vía pública;Sin dato;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 4:30;10;6246175;-75565282;Hombre;49;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Sin dato;Celular;Tecnología;Mercancía;Plata;6/03/2025 4:07
11/05/2003 4:30;10;6246175;-75565282;Hombre;49;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Sin dato;Artículos de aseo personal;Accesorios del hogar;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 4:30;10;6246175;-75565282;Hombre;49;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 10:30;10;6276168;-75572809;Hombre;21;Sin dato;Sin dato;Hurto a persona;Sin dato;Fleteo;Arma de fuego;Terminal de Transporte;#Inst_4;5;Bus de servicio público;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 13:30;10;6214985;-75575978;Mujer;32;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Villa Carlota;#1403;14;Centro comercial;Sin dato;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 13:30;10;6214985;-75575978;Mujer;32;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Villa Carlota;#1403;14;Centro comercial;Sin dato;Celular;Tecnología;Mercancía;Gris;6/03/2025 4:07
11/05/2003 13:30;10;6214985;-75575978;Mujer;32;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Arma de fuego;Villa Carlota;#1403;14;Centro comercial;Sin dato;Accesorios prendas de vestir;Prendas de vestir y accesorios;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 23:00;10;6249644;-75592164;Mujer;21;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Florida Nueva;#1117;11;Vía pública;Sin dato;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 23:00;10;6249644;-75592164;Mujer;21;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Florida Nueva;#1117;11;Vía pública;Sin dato;Maletín;Otros elementos;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 23:00;10;6249644;-75592164;Mujer;21;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Florida Nueva;#1117;11;Vía pública;Sin dato;Sin dato documentos;Documentos;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 23:00;10;6249644;-75592164;Mujer;21;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;Florida Nueva;#1117;11;Vía pública;Sin dato;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
11/05/2003 5:30;10;6256529;-75555261;Hombre;30;Sin dato;Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;San Miguel;#0803;8;Vía pública;Sin dato;Sin dato mercancías;Sin dato mercancías;Mercancía;Sin dato;6/03/2025 4:07
12/05/2003 5:55;10;;;Hombre;25;Soltero(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Florida Nueva;#1117;11;Vía pública;Laureles;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
12/05/2003 20:00;10;;;Mujer;46;Soltero(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;La Mota;#1608;16;Vía pública;Belén;Sin dato mercancías;Sin dato mercancías;Mercancía;Sin dato;6/03/2025 4:07
12/05/2003 23:58;10;6221655;-75579753;Mujer;22;Soltero(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Santa Fé;#1504;15;Vehículo particular;Belén;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
12/05/2003 11:10;10;6233375;-75573413;Hombre;32;Soltero(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Perpetuo Socorro;#1012;10;Vía pública;Candelaria;Celular;Tecnología;Mercancía;Sin dato;6/03/2025 4:07
12/05/2003 12:20;10;6250359;-7557252;Hombre;30;Casado(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;San Benito;#1006;10;Vía pública;Candelaria;Sin dato mercancías;Sin dato mercancías;Mercancía;Sin dato;6/03/2025 4:07
12/05/2003 15:00;10;6247863;-7557144;Mujer;33;Casado(a);Sin dato;Hurto a persona;Sin dato;Sin dato;Sin dato;La Candelaria;#1019;10;Vía pública;Candelaria;Peso;Dinero, joyas, piedras preciosas y título valor;Mercancía;Sin dato;6/03/2025 4:07
12/05/2003 23:58;10;6221655;-75579753;Mujer;22;Soltero(a);Sin dato;Hurto a persona;Atraco;Sin dato;Arma de fuego;Santa Fé;#1504;15;Vehículo particular;Belén;Celular;Tecnología;Mercancía;Negro;6/03/2025 4:07
