fecha_hecho,fecha_dt,anio,mes,hora,dia_semana,turno_dia,comuna,barrio,codigo_comuna,modalidad,tipo_conducta,arma,transporte_victima,bien_hurtado,categoria_bien,grupo_bien,lugar,sexo,edad,estado_civil,lat,lon,zona_riesgo
17/01/2017 14:00,2017-01-17 14:00:00,2017,1,14,Tuesday,Tarde,El Poblado,Los Naranjos,14.0,Cosquilleo,No especificado,No,Caminata,Billetera,Prendas de vestir y accesorios,Mercancía,Centro comercial,Mujer,40,Soltero(a),6.19740544,-75.55927763,ALTO
17/01/2017 20:23,2017-01-17 20:23:00,2017,1,20,Tuesday,Noche,La Candelaria,Calle Nueva,10.0,Cosquilleo,De celular,No,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,23,Soltero(a),,,ALTO
17/01/2017 17:00,2017-01-17 17:00:00,2017,1,17,Tuesday,Tarde,La Candelaria,San Benito,10.0,Atraco,No,Arma cortopunzante,Caminata,Billetera,Prendas de vestir y accesorios,Mercancía,Vía pública,Hombre,49,Unión marital de hecho,6.24969098,-75.57086502,ALTO
17/01/2017 9:30,2017-01-17 09:30:00,2017,1,9,Tuesday,Mañana,El Poblado,El Poblado,14.0,Raponazo,De celular,No,Motocicleta,Accesorios celular,Tecnología,Mercancía,Vía pública,Hombre,34,Soltero(a),6.20884798,-75.56610491,ALTO
17/01/2017 19:00,2017-01-17 19:00:00,2017,1,19,Tuesday,Noche,La Candelaria,Guayaquil,10.0,Atraco,No especificado,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,-1,Unión marital de hecho,,,ALTO
17/01/2017 19:35,2017-01-17 19:35:00,2017,1,19,Tuesday,Noche,Altavista,Área de expansión Belén,70.0,No especificado,No,Arma de fuego,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Supermercado,Mujer,-1,No especificado,6.21581553,-75.60566847,BAJO
17/01/2017 15:45,2017-01-17 15:45:00,2017,1,15,Tuesday,Tarde,La Candelaria,Boston,10.0,Atraco,De celular,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,51,Unión marital de hecho,6.24944617,-75.55932965,ALTO
17/01/2017 21:55,2017-01-17 21:55:00,2017,1,21,Tuesday,Noche,Castilla,Tejelo,5.0,Atraco,No,Arma de fuego,Caminata,Celular,Tecnología,Mercancía,Casa de apuesta,Mujer,27,Unión marital de hecho,6.30795418,-75.57002362,ALTO
17/01/2017 9:30,2017-01-17 09:30:00,2017,1,9,Tuesday,Mañana,El Poblado,El Poblado,14.0,Raponazo,De celular,No,Motocicleta,Sin dato documentos,Documentos,Mercancía,Vía pública,Hombre,34,Soltero(a),6.20884798,-75.56610491,ALTO
17/01/2017 19:35,2017-01-17 19:35:00,2017,1,19,Tuesday,Noche,Altavista,Área de expansión Belén,70.0,No especificado,No especificado,No,Caminata,Computador,Tecnología,Mercancía,Vehículo particular,Hombre,48,Casado(a),6.21587143,-75.60556021,BAJO
17/01/2017 22:30,2017-01-17 22:30:00,2017,1,22,Tuesday,Madrugada,La Candelaria,Barrio Colón,10.0,Raponazo,No,No,Caminata,Cédula,Documentos,Mercancía,Vía pública,Mujer,24,Unión marital de hecho,6.24456154,-75.56793162,ALTO
17/01/2017 20:00,2017-01-17 20:00:00,2017,1,20,Tuesday,Noche,Guayabal,Parque Juan Pablo II,15.0,Atraco,No especificado,No,Automóvil,Cargadores,Tecnología,Mercancía,Parqueadero,Hombre,57,Casado(a),6.22137515,-75.59212131,ALTO
17/01/2017 20:00,2017-01-17 20:00:00,2017,1,20,Tuesday,Noche,Guayabal,Parque Juan Pablo II,15.0,Atraco,No especificado,No,Automóvil,Elementos computador,Tecnología,Mercancía,Parqueadero,Hombre,57,Casado(a),6.22137515,-75.59212131,ALTO
17/01/2017 11:30,2017-01-17 11:30:00,2017,1,11,Tuesday,Mañana,La Candelaria,Barrio Colón,10.0,Atraco,No,Arma de fuego,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,29,Soltero(a),6.24464687,-75.56967225,ALTO
17/01/2017 10:00,2017-01-17 10:00:00,2017,1,10,Tuesday,Mañana,San Antonio de Prado,Área Urbana Cgto. San Antonio de Prado,80.0,Raponazo,No especificado,No,Caminata,Datáfono,Tecnología,Mercancía,Vía pública,Mujer,29,Soltero(a),6.18629275,-75.65708346,BAJO
17/01/2017 20:00,2017-01-17 20:00:00,2017,1,20,Tuesday,Noche,Guayabal,Parque Juan Pablo II,15.0,Atraco,No especificado,No,Automóvil,Decoración del hogar,Accesorios del hogar,Mercancía,Parqueadero,Hombre,57,Casado(a),6.22137515,-75.59212131,ALTO
17/01/2017 20:00,2017-01-17 20:00:00,2017,1,20,Tuesday,Noche,Guayabal,Parque Juan Pablo II,15.0,Atraco,No especificado,No,Automóvil,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Parqueadero,Hombre,57,Casado(a),6.22137515,-75.59212131,ALTO
17/01/2017 11:00,2017-01-17 11:00:00,2017,1,11,Tuesday,Mañana,Robledo,Aures No.2,7.0,Raponazo,No,No,Caminata,Soat,Documentos,Mercancía,Vía pública,Hombre,54,Casado(a),6.29420026,-75.59392478,MEDIO
17/01/2017 20:00,2017-01-17 20:00:00,2017,1,20,Tuesday,Noche,Guayabal,Parque Juan Pablo II,15.0,Atraco,No especificado,No,Automóvil,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,Parqueadero,Hombre,57,Casado(a),6.22137515,-75.59212131,ALTO
17/01/2017 19:35,2017-01-17 19:35:00,2017,1,19,Tuesday,Noche,Altavista,Área de expansión Belén,70.0,No especificado,No especificado,No,Caminata,Elementos computador,Tecnología,Mercancía,Vehículo particular,Hombre,48,Casado(a),6.21587143,-75.60556021,BAJO
17/01/2017 18:30,2017-01-17 18:30:00,2017,1,18,Tuesday,Noche,San Javier,Juan XXIIIi la Quiebra,13.0,Atraco,De celular,Objeto contundente,Motocicleta,Celular,Tecnología,Mercancía,Vía pública,Mujer,41,Soltero(a),6.26597678,-75.61392333,BAJO
17/01/2017 15:45,2017-01-17 15:45:00,2017,1,15,Tuesday,Tarde,La Candelaria,Boston,10.0,Atraco,De celular,Arma cortopunzante,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,51,Unión marital de hecho,6.24944617,-75.55932965,ALTO
17/01/2017 23:00,2017-01-17 23:00:00,2017,1,23,Tuesday,Madrugada,El Poblado,El Poblado,14.0,Descuido,No,No,Taxi,Computador,Tecnología,Mercancía,Vía pública,Hombre,25,Casado(a),6.20922971,-75.56816217,ALTO
17/01/2017 13:00,2017-01-17 13:00:00,2017,1,13,Tuesday,Tarde,El Poblado,Barrio Colombia,14.0,Atraco,No especificado,Arma de fuego,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,37,Soltero(a),6.22669707,-75.57104554,ALTO
17/01/2017 19:00,2017-01-17 19:00:00,2017,1,19,Tuesday,Noche,La Candelaria,Guayaquil,10.0,Atraco,No especificado,Arma cortopunzante,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,-1,Unión marital de hecho,,,ALTO
17/01/2017 20:50,2017-01-17 20:50:00,2017,1,20,Tuesday,Noche,El Poblado,Manila,14.0,Rompimiento de ventana,No,Objeto contundente,Caminata,Dvd,Tecnología,Mercancía,Vía pública,Hombre,26,Unión marital de hecho,,,ALTO
17/01/2017 6:10,2017-01-17 06:10:00,2017,1,6,Tuesday,Mañana,Castilla,Héctor Abad Gómez,5.0,Cosquilleo,De celular,No,Metro,Celular,Tecnología,Mercancía,Estación del Metro,Hombre,27,Unión marital de hecho,6.30020948,-75.55869129,ALTO
17/01/2017 0:00,2017-01-17 00:00:00,2017,1,0,Tuesday,Madrugada,La Candelaria,La Candelaria,10.0,Atraco,No especificado,Arma de fuego,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,38,Soltero(a),6.24996408,-75.56780072,ALTO
17/01/2017 11:00,2017-01-17 11:00:00,2017,1,11,Tuesday,Mañana,La Candelaria,Villa Nueva,10.0,Descuido,No,No,Caminata,Billetera,Prendas de vestir y accesorios,Mercancía,Vía pública,Mujer,32,Soltero(a),6.25290165,-75.56298819,ALTO
17/01/2017 15:00,2017-01-17 15:00:00,2017,1,15,Tuesday,Tarde,La Candelaria,La Candelaria,10.0,Atraco,De celular,No,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,31,Soltero(a),6.25019806,-75.56783225,ALTO
17/01/2017 19:00,2017-01-17 19:00:00,2017,1,19,Tuesday,Noche,El Poblado,Santa María de los Ángeles,14.0,Cosquilleo,No especificado,No,Caminata,Celular,Tecnología,Mercancía,Estación del Metro,Hombre,47,Soltero(a),6.19392617,-75.58170464,ALTO
17/01/2017 15:00,2017-01-17 15:00:00,2017,1,15,Tuesday,Tarde,Robledo,Robledo,7.0,Cosquilleo,No,No,Caminata,Billetera,Prendas de vestir y accesorios,Mercancía,Vía pública,Hombre,22,Soltero(a),6.27644945,-75.59706297,MEDIO
17/01/2017 13:00,2017-01-17 13:00:00,2017,1,13,Tuesday,Tarde,Guayabal,Santa Fé,15.0,Descuido,No especificado,No,Caminata,Celular,Tecnología,Mercancía,Piscina,Hombre,32,Soltero(a),6.22538845,-75.57913392,ALTO
17/01/2017 17:30,2017-01-17 17:30:00,2017,1,17,Tuesday,Tarde,La Candelaria,Guayaquil,10.0,Cosquilleo,De celular,No,Caminata,Celular,Tecnología,Mercancía,Estación del Metro,Hombre,20,Soltero(a),6.24717451,-75.56966689,ALTO
17/01/2017 8:00,2017-01-17 08:00:00,2017,1,8,Tuesday,Mañana,La Candelaria,Estación Villa,10.0,Atraco,No,Arma cortopunzante,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,36,Soltero(a),,,ALTO
17/01/2017 15:30,2017-01-17 15:30:00,2017,1,15,Tuesday,Tarde,Guayabal,La Colina,15.0,Atraco,No especificado,Arma de fuego,Automóvil,Celular,Tecnología,Mercancía,Vía pública,Hombre,22,Soltero(a),6.19738734,-75.59011068,ALTO
17/01/2017 15:00,2017-01-17 15:00:00,2017,1,15,Tuesday,Tarde,La Candelaria,La Candelaria,10.0,Raponazo,No,No,Caminata,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,Paradero de bus,Mujer,81,Viudo(a),6.25017673,-75.56771424,ALTO
17/01/2017 14:34,2017-01-17 14:34:00,2017,1,14,Tuesday,Tarde,San Javier,San Javier No.1,13.0,Descuido,De celular,No,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,23,Soltero(a),6.25495466,-75.61715271,BAJO
18/01/2017 15:40,2017-01-18 15:40:00,2017,1,15,Wednesday,Tarde,La Candelaria,San Benito,10.0,Cosquilleo,No,No,Caminata,Billetera,Prendas de vestir y accesorios,Mercancía,Vía pública,Mujer,20,Soltero(a),6.25051536,-75.57254761,ALTO
18/01/2017 19:00,2017-01-18 19:00:00,2017,1,19,Wednesday,Noche,Laureles-Estadio,Laureles,11.0,Atraco,De celular,Arma cortopunzante,Taxi,Celular,Tecnología,Mercancía,Vía pública,Hombre,59,Casado(a),6.24458821,-75.59471335,ALTO
18/01/2017 2:00,2017-01-18 02:00:00,2017,1,2,Wednesday,Madrugada,Doce de Octubre,Picacho,6.0,Atraco,A taxista,Arma de fuego,Taxi,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Bus de servicio público,Hombre,25,Soltero(a),6.29630109,-75.58611956,BAJO
18/01/2017 18:50,2017-01-18 18:50:00,2017,1,18,Wednesday,Noche,Guayabal,Campo Amor,15.0,Halado,No,No,Caminata,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Terminal de transporte,Hombre,57,Soltero(a),,,ALTO
18/01/2017 14:00,2017-01-18 14:00:00,2017,1,14,Wednesday,Tarde,El Poblado,El Poblado,14.0,No especificado,No especificado,No,Caminata,Computador,Tecnología,Mercancía,Supermercado,Hombre,40,Unión marital de hecho,6.21141275,-75.56981893,ALTO
18/01/2017 14:00,2017-01-18 14:00:00,2017,1,14,Wednesday,Tarde,Laureles-Estadio,Carlos E. Restrepo,11.0,Atraco,No especificado,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,26,Divorciado(a),6.25511463,-75.57879713,ALTO
18/01/2017 16:00,2017-01-18 16:00:00,2017,1,16,Wednesday,Tarde,Belén,Fátima,16.0,Raponazo,De celular,Arma de fuego,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,30,Soltero(a),,,ALTO
18/01/2017 13:30,2017-01-18 13:30:00,2017,1,13,Wednesday,Tarde,Castilla,Tejelo,5.0,Descuido,No,No,Caminata,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,Vía pública,Hombre,70,Unión marital de hecho,6.30601068,-75.56913581,ALTO
18/01/2017 15:00,2017-01-18 15:00:00,2017,1,15,Wednesday,Tarde,Guayabal,Campo Amor,15.0,Raponazo,De celular,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,48,Divorciado(a),,,ALTO
18/01/2017 19:00,2017-01-18 19:00:00,2017,1,19,Wednesday,Noche,La Candelaria,San Benito,10.0,Atraco,De celular,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,77,Casado(a),6.25455472,-75.57379749,ALTO
18/01/2017 14:00,2017-01-18 14:00:00,2017,1,14,Wednesday,Tarde,Belén,El Rincón,16.0,Descuido,No especificado,No,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vehículo particular,Hombre,34,Unión marital de hecho,6.21101315,-75.60471799,ALTO
18/01/2017 17:45,2017-01-18 17:45:00,2017,1,17,Wednesday,Tarde,Laureles-Estadio,Bolivariana,11.0,Halado,No,No,Caminata,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Hombre,37,Soltero(a),,,ALTO
18/01/2017 19:30,2017-01-18 19:30:00,2017,1,19,Wednesday,Noche,Laureles-Estadio,Carlos E. Restrepo,11.0,Raponazo,No,No,Autobus,Celular,Tecnología,Mercancía,Vía pública,Mujer,26,Soltero(a),6.25474158,-75.57832939,ALTO
18/01/2017 18:30,2017-01-18 18:30:00,2017,1,18,Wednesday,Noche,Buenos Aires,Alejandro Echavarría,9.0,Descuido,No especificado,Arma de fuego,Motocicleta,Tablet,Tecnología,Mercancía,Vía pública,Hombre,23,Soltero(a),6.24068327,-75.55071547,MEDIO
18/01/2017 10:00,2017-01-18 10:00:00,2017,1,10,Wednesday,Mañana,Buenos Aires,Buenos Aires,9.0,Engaño,De celular,No,Caminata,Celular,Tecnología,Mercancía,"Hotel, motel y hostal",Mujer,61,Viudo(a),,,MEDIO
18/01/2017 16:00,2017-01-18 16:00:00,2017,1,16,Wednesday,Tarde,Belén,Fátima,16.0,Raponazo,De celular,Arma de fuego,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,30,Soltero(a),,,ALTO
18/01/2017 17:45,2017-01-18 17:45:00,2017,1,17,Wednesday,Tarde,Laureles-Estadio,San Joaquín,11.0,Descuido,No,Arma cortopunzante,Bicicleta,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Hombre,23,Soltero(a),6.24446556,-75.58791127,ALTO
18/01/2017 12:00,2017-01-18 12:00:00,2017,1,12,Wednesday,Tarde,El Poblado,Santa María de los Ángeles,14.0,Descuido,De celular,No,Caminata,Computador,Tecnología,Mercancía,Vía pública,Hombre,26,Unión marital de hecho,6.19299288,-75.58135595,ALTO
18/01/2017 14:00,2017-01-18 14:00:00,2017,1,14,Wednesday,Tarde,Belén,El Rincón,16.0,Descuido,No especificado,No,Caminata,Cédula,Documentos,Mercancía,Vehículo particular,Hombre,34,Unión marital de hecho,6.21101315,-75.60471799,ALTO
18/01/2017 13:30,2017-01-18 13:30:00,2017,1,13,Wednesday,Tarde,Castilla,Tejelo,5.0,Descuido,No,No,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,70,Unión marital de hecho,6.30601068,-75.56913581,ALTO
18/01/2017 18:30,2017-01-18 18:30:00,2017,1,18,Wednesday,Noche,Laureles-Estadio,U.D. Atanasio Girardot,11.0,Cosquilleo,No,No,Caminata,Billetera,Prendas de vestir y accesorios,Mercancía,Vía pública,Mujer,22,Soltero(a),6.25432009,-75.58841553,ALTO
18/01/2017 9:40,2017-01-18 09:40:00,2017,1,9,Wednesday,Mañana,Guayabal,Santa Fé,15.0,Descuido,No,No,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Fábrica o empresa,Mujer,23,Unión marital de hecho,6.21877251,-75.58261123,ALTO
18/01/2017 21:30,2017-01-18 21:30:00,2017,1,21,Wednesday,Noche,Laureles-Estadio,Laureles,11.0,Atraco,No,Arma de fuego,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,34,Divorciado(a),6.23966516,-75.59605656,ALTO
18/01/2017 15:30,2017-01-18 15:30:00,2017,1,15,Wednesday,Tarde,La Candelaria,Boston,10.0,Descuido,No,No,Motocicleta,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,23,Unión marital de hecho,6.24666791,-75.55630948,ALTO
18/01/2017 14:00,2017-01-18 14:00:00,2017,1,14,Wednesday,Tarde,Laureles-Estadio,Carlos E. Restrepo,11.0,Atraco,No especificado,Arma cortopunzante,Caminata,Cédula,Documentos,Mercancía,Vía pública,Mujer,26,Divorciado(a),6.25511463,-75.57879713,ALTO
18/01/2017 11:55,2017-01-18 11:55:00,2017,1,11,Wednesday,Mañana,El Poblado,Los Naranjos,14.0,Descuido,No,No,Caminata,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Hombre,50,Soltero(a),,,ALTO
18/01/2017 16:00,2017-01-18 16:00:00,2017,1,16,Wednesday,Tarde,La Candelaria,Barrio Colón,10.0,Atraco,De celular,Arma cortopunzante,Automóvil,Celular,Tecnología,Mercancía,Vía pública,Mujer,25,Unión marital de hecho,6.24578907,-75.56706194,ALTO
18/01/2017 21:15,2017-01-18 21:15:00,2017,1,21,Wednesday,Noche,La Candelaria,La Candelaria,10.0,Atraco,De celular,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,71,Unión marital de hecho,6.25186181,-75.56881394,ALTO
18/01/2017 9:40,2017-01-18 09:40:00,2017,1,9,Wednesday,Mañana,Guayabal,Santa Fé,15.0,Descuido,No,No,Caminata,Cédula,Documentos,Mercancía,Fábrica o empresa,Mujer,23,Unión marital de hecho,6.21877251,-75.58261123,ALTO
18/01/2017 20:15,2017-01-18 20:15:00,2017,1,20,Wednesday,Noche,La Candelaria,Corazón de Jesús,10.0,Atraco,No especificado,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,72,Soltero(a),6.25126909,-75.57567611,ALTO
18/01/2017 23:15,2017-01-18 23:15:00,2017,1,23,Wednesday,Madrugada,La Candelaria,Villa Nueva,10.0,Atraco,No,Arma cortopunzante,Caminata,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Hombre,35,Soltero(a),6.25456516,-75.56399687,ALTO
18/01/2017 23:00,2017-01-18 23:00:00,2017,1,23,Wednesday,Madrugada,Manrique,El Raizal,3.0,Atraco,De celular,Arma de fuego,Motocicleta,Celular,Tecnología,Mercancía,Vía pública,Hombre,40,Soltero(a),6.26908021,-75.54811802,BAJO
18/01/2017 7:30,2017-01-18 07:30:00,2017,1,7,Wednesday,Mañana,Santa Cruz,La Francia,2.0,Cosquilleo,No especificado,No,Autobus,Billetera,Prendas de vestir y accesorios,Mercancía,Vía pública,Mujer,36,Soltero(a),6.29992462,-75.55633598,BAJO
18/01/2017 12:00,2017-01-18 12:00:00,2017,1,12,Wednesday,Tarde,El Poblado,Santa María de los Ángeles,14.0,Descuido,De celular,No,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,26,Unión marital de hecho,6.19299288,-75.58135595,ALTO
18/01/2017 10:30,2017-01-18 10:30:00,2017,1,10,Wednesday,Mañana,Laureles-Estadio,Los Conquistadores,11.0,No especificado,No,Arma de fuego,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,55,Casado(a),6.24230052,-75.58663454,ALTO
18/01/2017 17:00,2017-01-18 17:00:00,2017,1,17,Wednesday,Tarde,Santa Cruz,La Francia,2.0,Descuido,No especificado,No,Caminata,Celular,Tecnología,Mercancía,"Hotel, motel y hostal",Hombre,26,Unión marital de hecho,,,BAJO
18/01/2017 10:50,2017-01-18 10:50:00,2017,1,10,Wednesday,Mañana,Aranjuez,Campo Valdés No.1,4.0,Atraco,No,Arma de fuego,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,30,Soltero(a),,,MEDIO
18/01/2017 16:00,2017-01-18 16:00:00,2017,1,16,Wednesday,Tarde,Guayabal,Campo Amor,15.0,Atraco,De celular,No,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,19,Soltero(a),6.21185755,-75.58678442,ALTO
18/01/2017 14:30,2017-01-18 14:30:00,2017,1,14,Wednesday,Tarde,La Candelaria,Prado,10.0,Atraco,No especificado,Arma cortopunzante,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,30,Soltero(a),6.25907152,-75.56445811,ALTO
18/01/2017 9:30,2017-01-18 09:30:00,2017,1,9,Wednesday,Mañana,El Poblado,Barrio Colombia,14.0,Atraco,De celular,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,25,Soltero(a),6.22712945,-75.57022955,ALTO
18/01/2017 18:15,2017-01-18 18:15:00,2017,1,18,Wednesday,Noche,Laureles-Estadio,Suramericana,11.0,Atraco,De celular,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,18,Soltero(a),6.25412812,-75.57816949,ALTO
18/01/2017 15:50,2017-01-18 15:50:00,2017,1,15,Wednesday,Tarde,Robledo,Ecoparque Cerro El Volador,7.0,No especificado,No especificado,Objeto contundente,Caminata,Casco moto,Autoparte y elementos de la mecánica automotriz,Mercancía,Vía pública,Hombre,38,Soltero(a),6.26881575,-75.57650457,MEDIO
18/01/2017 16:45,2017-01-18 16:45:00,2017,1,16,Wednesday,Tarde,Laureles-Estadio,Carlos E. Restrepo,11.0,Atraco,No,Arma cortopunzante,Bicicleta,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Hombre,14,Soltero(a),6.25641811,-75.58046277,ALTO
18/01/2017 10:15,2017-01-18 10:15:00,2017,1,10,Wednesday,Mañana,La Candelaria,Villa Nueva,10.0,Cosquilleo,No,No,Caminata,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,Vía pública,Mujer,73,Viudo(a),6.25372818,-75.56453314,ALTO
18/01/2017 21:00,2017-01-18 21:00:00,2017,1,21,Wednesday,Noche,Aranjuez,Sevilla,4.0,Atraco,De celular,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,14,Soltero(a),,,MEDIO
19/01/2017 14:00,2017-01-19 14:00:00,2017,1,14,Thursday,Tarde,La Candelaria,La Candelaria,10.0,Raponazo,De celular,No,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,19,Soltero(a),6.25248305,-75.56782689,ALTO
19/01/2017 17:50,2017-01-19 17:50:00,2017,1,17,Thursday,Tarde,La Candelaria,Barrio Colón,10.0,Raponazo,No especificado,No,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,67,Casado(a),6.24659697,-75.56823224,ALTO
19/01/2017 19:00,2017-01-19 19:00:00,2017,1,19,Thursday,Noche,La Candelaria,Boston,10.0,Atraco,De celular,Arma de fuego,Automóvil,Celular,Tecnología,Mercancía,Vía pública,Mujer,38,Unión marital de hecho,6.24858763,-75.55781689,ALTO
19/01/2017 18:45,2017-01-19 18:45:00,2017,1,18,Thursday,Noche,La Candelaria,Perpetuo Socorro,10.0,Engaño,No especificado,No,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Centro comercial,Mujer,21,Soltero(a),6.22934211,-75.57020869,ALTO
19/01/2017 16:00,2017-01-19 16:00:00,2017,1,16,Thursday,Tarde,Robledo,Aures No.2,7.0,No especificado,No,No,Caminata,Licencia,Documentos,Mercancía,Vehículo particular,Mujer,50,Casado(a),,,MEDIO
19/01/2017 18:45,2017-01-19 18:45:00,2017,1,18,Thursday,Noche,La Candelaria,Perpetuo Socorro,10.0,Engaño,No especificado,No,Caminata,Celular,Tecnología,Mercancía,Centro comercial,Mujer,21,Soltero(a),6.22934211,-75.57020869,ALTO
19/01/2017 0:00,2017-01-19 00:00:00,2017,1,0,Thursday,Madrugada,San Cristóbal,Área Urbana Cgto. San Cristóbal,60.0,Descuido,No especificado,No,Caminata,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,59,Viudo(a),6.27559493,-75.63604661,BAJO
19/01/2017 4:00,2017-01-19 04:00:00,2017,1,4,Thursday,Madrugada,San Javier,Veinte de Julio,13.0,Descuido,No especificado,No,Caminata,Celular,Tecnología,Mercancía,"Hotel, motel y hostal",Hombre,32,Soltero(a),6.25221909,-75.62120285,BAJO
19/01/2017 18:00,2017-01-19 18:00:00,2017,1,18,Thursday,Noche,Manrique,El Pomar,3.0,Atraco,No especificado,Arma de fuego,Caminata,Maletín,Otros elementos,Mercancía,Vía pública,Mujer,22,Unión marital de hecho,,,BAJO
19/01/2017 0:00,2017-01-19 00:00:00,2017,1,0,Thursday,Madrugada,Laureles-Estadio,Los Conquistadores,11.0,Atraco,No especificado,Arma cortopunzante,Caminata,Billetera,Prendas de vestir y accesorios,Mercancía,Vía pública,Hombre,28,Soltero(a),,,ALTO
19/01/2017 13:40,2017-01-19 13:40:00,2017,1,13,Thursday,Tarde,La Candelaria,La Candelaria,10.0,Atraco,No especificado,Objeto contundente,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,28,Soltero(a),6.25357887,-75.56829359,ALTO
19/01/2017 20:40,2017-01-19 20:40:00,2017,1,20,Thursday,Noche,La Candelaria,La Candelaria,10.0,Raponazo,De celular,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Mujer,58,Soltero(a),,,ALTO
19/01/2017 9:00,2017-01-19 09:00:00,2017,1,9,Thursday,Mañana,El Poblado,El Poblado,14.0,Atraco,De celular,Arma de fuego,Taxi,Celular,Tecnología,Mercancía,Vía pública,Hombre,45,Soltero(a),6.21124247,-75.57004776,ALTO
19/01/2017 20:00,2017-01-19 20:00:00,2017,1,20,Thursday,Noche,La Candelaria,Estación Villa,10.0,Raponazo,De celular,No,Motocicleta con parrillero,Celular,Tecnología,Mercancía,Vía pública,Mujer,29,Unión marital de hecho,6.25605848,-75.56646433,ALTO
19/01/2017 19:30,2017-01-19 19:30:00,2017,1,19,Thursday,Noche,La Candelaria,La Candelaria,10.0,Atraco,De celular,Arma cortopunzante,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,20,Unión marital de hecho,6.24745395,-75.56879262,ALTO
19/01/2017 14:00,2017-01-19 14:00:00,2017,1,14,Thursday,Tarde,La Candelaria,Calle Nueva,10.0,Atraco,No especificado,Arma de fuego,Caminata,Celular,Tecnología,Mercancía,Vía pública,Hombre,45,Soltero(a),,,ALTO
