fecha_hecho,fecha_dt,anio,mes,hora,dia_semana,turno_dia,comuna,barrio,codigo_comuna,modalidad,tipo_conducta,arma,transporte_victima,bien_hurtado,categoria_bien,grupo_bien,lugar,sexo,edad,estado_civil,lat,lon,zona_riesgo
24/11/2003 21:00,2003-11-24 21:00:00,2003,11,21,Monday,Noche,El Poblado,El Poblado,14.0,Halado,No especificado,No especificado,No especificado,Artículos de aseo personal,Accesorios del hogar,Mercancía,Bodega,Hombre,44,Casado(a),,,ALTO
24/11/2003 21:00,2003-11-24 21:00:00,2003,11,21,Monday,Noche,El Poblado,El Poblado,14.0,Halado,No especificado,No especificado,No especificado,Ropa exterior,Prendas de vestir y accesorios,Mercancía,Bodega,Hombre,44,Casado(a),,,ALTO
24/11/2003 21:00,2003-11-24 21:00:00,2003,11,21,Monday,Noche,El Poblado,El Poblado,14.0,Halado,No especificado,No especificado,No especificado,Radio,Tecnología,Mercancía,Bodega,Hombre,44,Casado(a),,,ALTO
24/11/2003 9:35,2003-11-24 09:35:00,2003,11,9,Monday,Mañana,Laureles-Estadio,Suramericana,11.0,Halado,No especificado,No especificado,No especificado,Sin dato herramientas,Herramientas,Mercancía,Edificio,Hombre,29,Soltero(a),,,ALTO
24/11/2003 13:15,2003-11-24 13:15:00,2003,11,13,Monday,Tarde,Laureles-Estadio,Naranjal,11.0,Atraco,No especificado,Arma de fuego,No especificado,Celular,Tecnología,Mercancía,Vía pública,Hombre,43,Soltero(a),,,ALTO
24/11/2003 14:25,2003-11-24 14:25:00,2003,11,14,Monday,Tarde,Laureles-Estadio,Suramericana,11.0,Atraco,Fleteo,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vehículo particular,Hombre,47,Unión marital de hecho,,,ALTO
24/11/2003 14:30,2003-11-24 14:30:00,2003,11,14,Monday,Tarde,Aranjuez,Sevilla,4.0,Descuido,No especificado,No especificado,No especificado,Instrumento musical,Música,Mercancía,Institución de educación superior,Mujer,18,Soltero(a),,,MEDIO
24/11/2003 15:10,2003-11-24 15:10:00,2003,11,15,Monday,Tarde,Belén,Cerro Nutibara Ins.,16.0,Rompimiento de ventana,No especificado,Objeto contundente,No especificado,Radio,Tecnología,Mercancía,Vehículo particular,Hombre,25,Soltero(a),,,ALTO
24/11/2003 16:35,2003-11-24 16:35:00,2003,11,16,Monday,Tarde,Belén,La Palma,16.0,Rompimiento de ventana,No especificado,Objeto contundente,No especificado,Cd,Música,Mercancía,Vehículo particular,Hombre,52,Divorciado(a),,,ALTO
24/11/2003 16:45,2003-11-24 16:45:00,2003,11,16,Monday,Tarde,Belén,Belén,16.0,Rompimiento de ventana,No especificado,Objeto contundente,No especificado,Radio,Tecnología,Mercancía,Vía pública,Hombre,23,Soltero(a),,,ALTO
24/11/2003 21:50,2003-11-24 21:50:00,2003,11,21,Monday,Noche,Laureles-Estadio,Los Conquistadores,11.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Hombre,26,Soltero(a),,,ALTO
24/11/2003 9:30,2003-11-24 09:30:00,2003,11,9,Monday,Mañana,Manrique,Manrique Central No.2,3.0,Raponazo,No especificado,Objeto contundente,No especificado,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,"Hotel, motel y hostal",Hombre,25,Soltero(a),,,BAJO
24/11/2003 15:30,2003-11-24 15:30:00,2003,11,15,Monday,Tarde,El Poblado,Barrio Colombia,14.0,Raponazo,No especificado,No especificado,No especificado,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,"Hotel, motel y hostal",Hombre,25,Soltero(a),,,ALTO
24/11/2003 15:30,2003-11-24 15:30:00,2003,11,15,Monday,Tarde,Laureles-Estadio,Naranjal,11.0,Halado,No especificado,No especificado,No especificado,Radio,Tecnología,Mercancía,Vehículo particular,Hombre,23,Soltero(a),,,ALTO
24/11/2003 21:00,2003-11-24 21:00:00,2003,11,21,Monday,Noche,El Poblado,El Poblado,14.0,Halado,No especificado,No especificado,No especificado,Celular,Tecnología,Mercancía,Bodega,Hombre,44,Casado(a),,,ALTO
24/11/2003 9:30,2003-11-24 09:30:00,2003,11,9,Monday,Mañana,Manrique,Manrique Central No.2,3.0,No especificado,No especificado,Objeto contundente,No especificado,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,"Hotel, motel y hostal",Hombre,25,No especificado,,,BAJO
24/11/2003 15:30,2003-11-24 15:30:00,2003,11,15,Monday,Tarde,El Poblado,Barrio Colombia,14.0,No especificado,No especificado,No especificado,No especificado,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,"Hotel, motel y hostal",Hombre,25,No especificado,,,ALTO
24/11/2003 21:00,2003-11-24 21:00:00,2003,11,21,Monday,Noche,El Poblado,El Poblado,14.0,No especificado,No especificado,No especificado,No especificado,Celular,Tecnología,Mercancía,Bodega,Hombre,44,No especificado,,,ALTO
24/11/2003 21:00,2003-11-24 21:00:00,2003,11,21,Monday,Noche,El Poblado,El Poblado,14.0,No especificado,No especificado,No especificado,No especificado,Artículos de aseo personal,Accesorios del hogar,Mercancía,Bodega,Hombre,44,No especificado,,,ALTO
24/11/2003 21:00,2003-11-24 21:00:00,2003,11,21,Monday,Noche,El Poblado,El Poblado,14.0,No especificado,No especificado,No especificado,No especificado,Ropa exterior,Prendas de vestir y accesorios,Mercancía,Bodega,Hombre,44,No especificado,,,ALTO
24/11/2003 21:00,2003-11-24 21:00:00,2003,11,21,Monday,Noche,El Poblado,El Poblado,14.0,No especificado,No especificado,No especificado,No especificado,Radio,Tecnología,Mercancía,Bodega,Hombre,44,No especificado,,,ALTO
24/11/2003 15:30,2003-11-24 15:30:00,2003,11,15,Monday,Tarde,Laureles-Estadio,Naranjal,11.0,No especificado,No especificado,No especificado,No especificado,Radio,Tecnología,Mercancía,Vehículo particular,Hombre,23,No especificado,,,ALTO
24/11/2003 13:15,2003-11-24 13:15:00,2003,11,13,Monday,Tarde,Laureles-Estadio,Naranjal,11.0,No especificado,No especificado,Arma de fuego,No especificado,Celular,Tecnología,Mercancía,Vía pública,Hombre,43,No especificado,,,ALTO
24/11/2003 13:15,2003-11-24 13:15:00,2003,11,13,Monday,Tarde,Laureles-Estadio,Naranjal,11.0,No especificado,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,43,No especificado,,,ALTO
24/11/2003 13:15,2003-11-24 13:15:00,2003,11,13,Monday,Tarde,Laureles-Estadio,Naranjal,11.0,No especificado,No especificado,Arma de fuego,No especificado,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,Vía pública,Hombre,43,No especificado,,,ALTO
24/11/2003 13:15,2003-11-24 13:15:00,2003,11,13,Monday,Tarde,Laureles-Estadio,Naranjal,11.0,No especificado,No especificado,Arma de fuego,No especificado,Sin dato documentos,Documentos,Mercancía,Vía pública,Hombre,43,No especificado,,,ALTO
24/11/2003 14:30,2003-11-24 14:30:00,2003,11,14,Monday,Tarde,Aranjuez,Sevilla,4.0,No especificado,No especificado,No especificado,No especificado,Instrumento musical,Música,Mercancía,Institución de educación superior,Mujer,18,No especificado,,,MEDIO
24/11/2003 14:25,2003-11-24 14:25:00,2003,11,14,Monday,Tarde,Laureles-Estadio,Suramericana,11.0,No especificado,Fleteo,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vehículo particular,Hombre,47,No especificado,,,ALTO
24/11/2003 16:45,2003-11-24 16:45:00,2003,11,16,Monday,Tarde,Belén,Belén,16.0,No especificado,No especificado,Objeto contundente,No especificado,Radio,Tecnología,Mercancía,Vía pública,Hombre,23,No especificado,,,ALTO
24/11/2003 15:10,2003-11-24 15:10:00,2003,11,15,Monday,Tarde,Belén,Cerro Nutibara Ins.,16.0,No especificado,No especificado,Objeto contundente,No especificado,Radio,Tecnología,Mercancía,Vehículo particular,Hombre,25,No especificado,,,ALTO
24/11/2003 16:35,2003-11-24 16:35:00,2003,11,16,Monday,Tarde,Belén,La Palma,16.0,No especificado,No especificado,Objeto contundente,No especificado,Cd,Música,Mercancía,Vehículo particular,Hombre,52,No especificado,,,ALTO
24/11/2003 16:35,2003-11-24 16:35:00,2003,11,16,Monday,Tarde,Belén,La Palma,16.0,No especificado,No especificado,Objeto contundente,No especificado,Radio,Tecnología,Mercancía,Vehículo particular,Hombre,52,No especificado,,,ALTO
24/11/2003 9:35,2003-11-24 09:35:00,2003,11,9,Monday,Mañana,Laureles-Estadio,Suramericana,11.0,No especificado,No especificado,No especificado,No especificado,Sin dato herramientas,Herramientas,Mercancía,Edificio,Hombre,29,No especificado,,,ALTO
24/11/2003 21:50,2003-11-24 21:50:00,2003,11,21,Monday,Noche,Laureles-Estadio,Los Conquistadores,11.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Hombre,26,No especificado,,,ALTO
25/11/2003 10:00,2003-11-25 10:00:00,2003,11,10,Tuesday,Mañana,Guayabal,Parque Juan Pablo II,15.0,Raponazo,No especificado,No especificado,No especificado,Celular,Tecnología,Mercancía,Vía pública,Mujer,22,Soltero(a),,,ALTO
25/11/2003 11:15,2003-11-25 11:15:00,2003,11,11,Tuesday,Mañana,Belén,Las Playas,16.0,Atraco,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,38,Casado(a),,,ALTO
25/11/2003 11:30,2003-11-25 11:30:00,2003,11,11,Tuesday,Mañana,Belén,Belén,16.0,Halado,No especificado,No especificado,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vehículo particular,Mujer,37,Casado(a),,,ALTO
25/11/2003 11:30,2003-11-25 11:30:00,2003,11,11,Tuesday,Mañana,Belén,Belén,16.0,Halado,No especificado,No especificado,No especificado,Radio,Tecnología,Mercancía,Vehículo particular,Mujer,37,Casado(a),,,ALTO
25/11/2003 1:30,2003-11-25 01:30:00,2003,11,1,Tuesday,Madrugada,Guayabal,Campo Amor,15.0,No especificado,No especificado,No especificado,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,59,Casado(a),,,ALTO
25/11/2003 10:00,2003-11-25 10:00:00,2003,11,10,Tuesday,Mañana,Guayabal,Parque Juan Pablo II,15.0,Raponazo,No especificado,No especificado,No especificado,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,Vía pública,Mujer,22,Soltero(a),,,ALTO
25/11/2003 10:45,2003-11-25 10:45:00,2003,11,10,Tuesday,Mañana,Aranjuez,Brasilia,4.0,Atraco,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Bus de servicio público,Mujer,72,Viudo(a),,,MEDIO
25/11/2003 11:00,2003-11-25 11:00:00,2003,11,11,Tuesday,Mañana,Robledo,Facultad de Minas U. Nal,7.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Institución de educación superior,Mujer,35,Soltero(a),,,MEDIO
25/11/2003 11:15,2003-11-25 11:15:00,2003,11,11,Tuesday,Mañana,Belén,Las Playas,16.0,Atraco,No especificado,Arma de fuego,No especificado,Sin dato tecnología,Tecnología,Mercancía,Vía pública,Mujer,38,Casado(a),,,ALTO
25/11/2003 11:15,2003-11-25 11:15:00,2003,11,11,Tuesday,Mañana,Laureles-Estadio,Bolivariana,11.0,Atraco,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,38,Casado(a),,,ALTO
25/11/2003 11:30,2003-11-25 11:30:00,2003,11,11,Tuesday,Mañana,Belén,Belén,16.0,Halado,No especificado,No especificado,No especificado,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,Vehículo particular,Mujer,37,Casado(a),,,ALTO
25/11/2003 14:30,2003-11-25 14:30:00,2003,11,14,Tuesday,Tarde,Laureles-Estadio,Florida Nueva,11.0,Descuido,No especificado,No especificado,No especificado,Sin dato herramientas,Herramientas,Mercancía,Vía pública,Hombre,30,Casado(a),,,ALTO
25/11/2003 16:00,2003-11-25 16:00:00,2003,11,16,Tuesday,Tarde,Aranjuez,Sevilla,4.0,No especificado,No especificado,No especificado,No especificado,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Hombre,42,Soltero(a),,,MEDIO
25/11/2003 16:00,2003-11-25 16:00:00,2003,11,16,Tuesday,Tarde,Laureles-Estadio,Florida Nueva,11.0,Atraco,No especificado,Arma cortopunzante,No especificado,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Hombre,26,Soltero(a),,,ALTO
25/11/2003 19:20,2003-11-25 19:20:00,2003,11,19,Tuesday,Noche,La Candelaria,Guayaquil,10.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Hombre,30,Casado(a),,,ALTO
25/11/2003 19:40,2003-11-25 19:40:00,2003,11,19,Tuesday,Noche,Belén,Rosales,16.0,No especificado,No especificado,No especificado,No especificado,Sin dato repuestos,Autoparte y elementos de la mecánica automotriz,Mercancía,Vía pública,Hombre,35,Soltero(a),,,ALTO
25/11/2003 21:20,2003-11-25 21:20:00,2003,11,21,Tuesday,Noche,Laureles-Estadio,Bolivariana,11.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,30,Casado(a),,,ALTO
25/11/2003 9:10,2003-11-25 09:10:00,2003,11,9,Tuesday,Mañana,Belén,Granada,16.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,30,Soltero(a),,,ALTO
25/11/2003 10:00,2003-11-25 10:00:00,2003,11,10,Tuesday,Mañana,Guayabal,Campo Amor,15.0,No especificado,No especificado,No especificado,No especificado,Computador,Tecnología,Mercancía,Aeropuerto,Hombre,31,Soltero(a),,,ALTO
25/11/2003 9:20,2003-11-25 09:20:00,2003,11,9,Tuesday,Mañana,Belén,Fátima,16.0,No especificado,No especificado,No especificado,No especificado,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Mujer,25,Soltero(a),,,ALTO
25/11/2003 14:50,2003-11-25 14:50:00,2003,11,14,Tuesday,Tarde,El Poblado,Las Lomas No.1,14.0,No especificado,No especificado,No especificado,No especificado,Repuestos para maquinaria y equipo,Maquinaria y equipo,Mercancía,Vehículo particular,Mujer,55,Viudo(a),,,ALTO
25/11/2003 15:10,2003-11-25 15:10:00,2003,11,15,Tuesday,Tarde,Castilla,Toscana,5.0,Atraco,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vehículo particular,Hombre,35,Casado(a),,,ALTO
25/11/2003 20:30,2003-11-25 20:30:00,2003,11,20,Tuesday,Noche,Guayabal,El Rodeo,15.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,34,Divorciado(a),,,ALTO
25/11/2003 19:20,2003-11-25 19:20:00,2003,11,19,Tuesday,Noche,La Candelaria,Guayaquil,10.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Hombre,30,No especificado,,,ALTO
25/11/2003 16:00,2003-11-25 16:00:00,2003,11,16,Tuesday,Tarde,Aranjuez,Sevilla,4.0,No especificado,No especificado,No especificado,No especificado,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Hombre,42,No especificado,,,MEDIO
25/11/2003 21:20,2003-11-25 21:20:00,2003,11,21,Tuesday,Noche,Laureles-Estadio,Bolivariana,11.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,30,No especificado,,,ALTO
25/11/2003 10:45,2003-11-25 10:45:00,2003,11,10,Tuesday,Mañana,Aranjuez,Brasilia,4.0,No especificado,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Bus de servicio público,Mujer,72,No especificado,,,MEDIO
25/11/2003 14:30,2003-11-25 14:30:00,2003,11,14,Tuesday,Tarde,Laureles-Estadio,Florida Nueva,11.0,No especificado,No especificado,No especificado,No especificado,Sin dato herramientas,Herramientas,Mercancía,Vía pública,Hombre,30,No especificado,,,ALTO
25/11/2003 16:00,2003-11-25 16:00:00,2003,11,16,Tuesday,Tarde,Laureles-Estadio,Florida Nueva,11.0,No especificado,No especificado,Arma cortopunzante,No especificado,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Hombre,26,No especificado,,,ALTO
25/11/2003 9:20,2003-11-25 09:20:00,2003,11,9,Tuesday,Mañana,Belén,Fátima,16.0,No especificado,No especificado,No especificado,No especificado,Bicicleta,Vehículos de 2 o 4 ruedas,Vehículo,Vía pública,Mujer,25,No especificado,,,ALTO
25/11/2003 11:30,2003-11-25 11:30:00,2003,11,11,Tuesday,Mañana,Belén,Belén,16.0,No especificado,No especificado,No especificado,No especificado,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,Vehículo particular,Mujer,37,No especificado,,,ALTO
25/11/2003 11:30,2003-11-25 11:30:00,2003,11,11,Tuesday,Mañana,Belén,Belén,16.0,No especificado,No especificado,No especificado,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vehículo particular,Mujer,37,No especificado,,,ALTO
25/11/2003 11:30,2003-11-25 11:30:00,2003,11,11,Tuesday,Mañana,Belén,Belén,16.0,No especificado,No especificado,No especificado,No especificado,Radio,Tecnología,Mercancía,Vehículo particular,Mujer,37,No especificado,,,ALTO
25/11/2003 10:00,2003-11-25 10:00:00,2003,11,10,Tuesday,Mañana,Guayabal,Parque Juan Pablo II,15.0,No especificado,No especificado,No especificado,No especificado,Accesorios prendas de vestir,Prendas de vestir y accesorios,Mercancía,Vía pública,Mujer,22,No especificado,,,ALTO
25/11/2003 11:15,2003-11-25 11:15:00,2003,11,11,Tuesday,Mañana,Belén,Las Playas,16.0,No especificado,No especificado,Arma de fuego,No especificado,Sin dato tecnología,Tecnología,Mercancía,Vía pública,Mujer,38,No especificado,,,ALTO
25/11/2003 11:15,2003-11-25 11:15:00,2003,11,11,Tuesday,Mañana,Laureles-Estadio,Bolivariana,11.0,No especificado,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,38,No especificado,,,ALTO
25/11/2003 19:40,2003-11-25 19:40:00,2003,11,19,Tuesday,Noche,Belén,Rosales,16.0,No especificado,No especificado,No especificado,No especificado,Sin dato repuestos,Autoparte y elementos de la mecánica automotriz,Mercancía,Vía pública,Hombre,35,No especificado,,,ALTO
25/11/2003 1:30,2003-11-25 01:30:00,2003,11,1,Tuesday,Madrugada,Guayabal,Campo Amor,15.0,No especificado,No especificado,No especificado,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Hombre,59,No especificado,,,ALTO
25/11/2003 11:00,2003-11-25 11:00:00,2003,11,11,Tuesday,Mañana,Robledo,Facultad de Minas U. Nal,7.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Institución de educación superior,Mujer,35,No especificado,,,MEDIO
25/11/2003 9:10,2003-11-25 09:10:00,2003,11,9,Tuesday,Mañana,Belén,Granada,16.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,30,No especificado,,,ALTO
25/11/2003 10:00,2003-11-25 10:00:00,2003,11,10,Tuesday,Mañana,Guayabal,Campo Amor,15.0,No especificado,No especificado,No especificado,No especificado,Computador,Tecnología,Mercancía,Aeropuerto,Hombre,31,No especificado,,,ALTO
25/11/2003 14:50,2003-11-25 14:50:00,2003,11,14,Tuesday,Tarde,El Poblado,Las Lomas No.1,14.0,No especificado,No especificado,No especificado,No especificado,Repuestos para maquinaria y equipo,Maquinaria y equipo,Mercancía,Vehículo particular,Mujer,55,No especificado,,,ALTO
25/11/2003 15:10,2003-11-25 15:10:00,2003,11,15,Tuesday,Tarde,Castilla,Toscana,5.0,No especificado,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vehículo particular,Hombre,35,No especificado,,,ALTO
25/11/2003 20:30,2003-11-25 20:30:00,2003,11,20,Tuesday,Noche,Guayabal,El Rodeo,15.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,34,No especificado,,,ALTO
25/11/2003 10:00,2003-11-25 10:00:00,2003,11,10,Tuesday,Mañana,Guayabal,Parque Juan Pablo II,15.0,No especificado,No especificado,No especificado,No especificado,Celular,Tecnología,Mercancía,Vía pública,Mujer,22,No especificado,,,ALTO
25/11/2003 11:15,2003-11-25 11:15:00,2003,11,11,Tuesday,Mañana,Belén,Las Playas,16.0,No especificado,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,38,No especificado,,,ALTO
26/11/2003 10:15,2003-11-26 10:15:00,2003,11,10,Wednesday,Mañana,La Candelaria,Prado,10.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,45,Casado(a),,,ALTO
26/11/2003 18:00,2003-11-26 18:00:00,2003,11,18,Wednesday,Noche,Belén,Belén,16.0,Atraco,No especificado,Arma de fuego,No especificado,Sin dato joyas,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,50,Soltero(a),,,ALTO
26/11/2003 20:15,2003-11-26 20:15:00,2003,11,20,Wednesday,Noche,Belén,Rosales,16.0,No especificado,No especificado,No especificado,No especificado,Sin dato repuestos,Autoparte y elementos de la mecánica automotriz,Mercancía,Vía pública,Hombre,38,Casado(a),,,ALTO
26/11/2003 20:30,2003-11-26 20:30:00,2003,11,20,Wednesday,Noche,Castilla,Tejelo,5.0,No especificado,No especificado,No especificado,No especificado,Radio,Tecnología,Mercancía,Vía pública,Hombre,58,Casado(a),,,ALTO
26/11/2003 16:15,2003-11-26 16:15:00,2003,11,16,Wednesday,Tarde,La Candelaria,Guayaquil,10.0,Atraco,No especificado,Arma cortopunzante,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Estación del Metro,Mujer,24,Soltero(a),,,ALTO
26/11/2003 21:10,2003-11-26 21:10:00,2003,11,21,Wednesday,Noche,La Candelaria,Barrio Colón,10.0,No especificado,No especificado,Arma cortopunzante,No especificado,Sin dato joyas,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,17,Soltero(a),,,ALTO
26/11/2003 8:00,2003-11-26 08:00:00,2003,11,8,Wednesday,Mañana,La Candelaria,La Candelaria,10.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Hombre,43,Soltero(a),,,ALTO
26/11/2003 10:45,2003-11-26 10:45:00,2003,11,10,Wednesday,Mañana,Robledo,Robledo,7.0,Atraco,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,52,Casado(a),,,MEDIO
26/11/2003 17:50,2003-11-26 17:50:00,2003,11,17,Wednesday,Tarde,Belén,Rosales,16.0,Atraco,No especificado,Arma de fuego,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Hombre,38,Soltero(a),,,ALTO
26/11/2003 19:30,2003-11-26 19:30:00,2003,11,19,Wednesday,Noche,Robledo,Bosques de San Pablo,7.0,Atraco,Fleteo,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vehículo particular,Hombre,30,Soltero(a),,,MEDIO
26/11/2003 20:15,2003-11-26 20:15:00,2003,11,20,Wednesday,Noche,La Candelaria,San Benito,10.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,45,Soltero(a),,,ALTO
26/11/2003 21:10,2003-11-26 21:10:00,2003,11,21,Wednesday,Noche,La Candelaria,Barrio Colón,10.0,No especificado,No especificado,Arma cortopunzante,No especificado,Sin dato joyas,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,17,No especificado,,,ALTO
26/11/2003 10:15,2003-11-26 10:15:00,2003,11,10,Wednesday,Mañana,La Candelaria,Prado,10.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,45,No especificado,,,ALTO
26/11/2003 18:00,2003-11-26 18:00:00,2003,11,18,Wednesday,Noche,Belén,Belén,16.0,No especificado,No especificado,Arma de fuego,No especificado,Sin dato joyas,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,50,No especificado,,,ALTO
26/11/2003 20:15,2003-11-26 20:15:00,2003,11,20,Wednesday,Noche,Belén,Rosales,16.0,No especificado,No especificado,No especificado,No especificado,Sin dato repuestos,Autoparte y elementos de la mecánica automotriz,Mercancía,Vía pública,Hombre,38,No especificado,,,ALTO
26/11/2003 20:30,2003-11-26 20:30:00,2003,11,20,Wednesday,Noche,Castilla,Tejelo,5.0,No especificado,No especificado,No especificado,No especificado,Radio,Tecnología,Mercancía,Vía pública,Hombre,58,No especificado,,,ALTO
26/11/2003 16:15,2003-11-26 16:15:00,2003,11,16,Wednesday,Tarde,La Candelaria,Guayaquil,10.0,No especificado,No especificado,Arma cortopunzante,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Estación del Metro,Mujer,24,No especificado,,,ALTO
26/11/2003 19:30,2003-11-26 19:30:00,2003,11,19,Wednesday,Noche,Robledo,Bosques de San Pablo,7.0,No especificado,Fleteo,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vehículo particular,Hombre,30,No especificado,,,MEDIO
26/11/2003 8:00,2003-11-26 08:00:00,2003,11,8,Wednesday,Mañana,La Candelaria,La Candelaria,10.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Hombre,43,No especificado,,,ALTO
26/11/2003 20:15,2003-11-26 20:15:00,2003,11,20,Wednesday,Noche,La Candelaria,San Benito,10.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,45,No especificado,,,ALTO
26/11/2003 17:50,2003-11-26 17:50:00,2003,11,17,Wednesday,Tarde,Belén,Rosales,16.0,No especificado,No especificado,Arma de fuego,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Hombre,38,No especificado,,,ALTO
26/11/2003 10:45,2003-11-26 10:45:00,2003,11,10,Wednesday,Mañana,Robledo,Robledo,7.0,No especificado,No especificado,Arma de fuego,No especificado,Peso,"Dinero, joyas, piedras preciosas y título valor",Mercancía,Vía pública,Mujer,52,No especificado,,,MEDIO
27/11/2003 20:00,2003-11-27 20:00:00,2003,11,20,Thursday,Noche,Guayabal,Tenche,15.0,Atraco,No especificado,Arma de fuego,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Hombre,30,Casado(a),,,ALTO
27/11/2003 9:00,2003-11-27 09:00:00,2003,11,9,Thursday,Mañana,La Candelaria,San Benito,10.0,No especificado,No especificado,No especificado,No especificado,Sin dato mercancías,Sin dato mercancías,Mercancía,Vía pública,Mujer,33,Soltero(a),,,ALTO
